Tour,Commonality with CMSA,Min commonality with MSA,Avg commonality with MSA,Max commonality with MSA
"[0,46,98,86,88,19,71,36,6,45,30,38,58,67,99,5,84,41,49,82,74,75,95,14,65,34,22,35,42,83,39,48,43,63,25,61,100,4,53,31,85,2,27,13,29,54,52,8,18,91,11,96,73,97,21,23,89,59,10,60,77,28,64,90,40,50,51,57,69,15,70,1,26,9,17,87,93,24,47,12,3,7,78,80,55,76,94,37,56,62,44,66,68,79,20,16,81,92,72,33,32]",35.64,24.75,27.12,28.71
"[0,46,98,86,88,36,6,17,56,62,44,12,72,37,78,3,19,71,70,1,26,9,45,30,85,2,29,54,52,8,61,91,11,89,43,63,25,18,73,14,21,39,95,97,22,35,42,65,34,83,23,48,59,10,4,53,50,99,5,84,27,13,41,49,82,74,75,96,100,60,77,28,64,90,40,31,38,58,67,51,57,69,15,7,87,93,24,47,66,68,79,20,16,81,76,80,55,92,94,33,32]",35.64,24.75,27.10,28.71
"[0,46,98,86,88,19,1,26,9,45,30,85,84,29,54,52,8,18,25,61,100,95,97,21,23,89,43,63,91,11,96,73,14,22,35,42,65,34,83,39,48,59,10,60,77,28,64,90,40,50,99,5,2,27,13,41,49,82,74,75,4,53,31,38,58,67,51,57,69,15,70,71,36,6,17,87,93,24,47,66,68,79,20,16,81,92,72,37,56,62,44,12,3,7,78,80,55,76,94,33,32]",35.64,24.75,27.05,28.71
"[0,66,68,79,80,55,92,72,37,56,62,44,46,98,86,88,19,71,36,6,45,30,38,90,40,31,85,84,53,50,99,5,2,29,54,52,8,61,91,11,96,100,18,41,49,27,13,82,74,75,48,59,10,4,73,97,65,34,22,35,42,21,23,89,39,95,14,83,43,63,25,60,77,28,64,58,67,51,57,69,15,70,1,7,87,93,24,47,12,20,16,81,76,3,26,9,17,78,94,33,32]",35.64,24.75,26.61,28.71
"[0,66,68,79,20,93,24,47,46,98,86,88,36,6,45,30,38,58,67,99,5,2,53,31,85,84,29,54,52,8,18,27,13,41,49,82,74,25,61,100,96,73,97,65,34,22,35,14,83,43,63,91,11,89,39,95,42,21,23,48,59,10,4,75,60,77,28,64,90,40,50,51,57,69,15,70,1,26,9,17,87,16,81,76,3,19,71,7,78,94,37,56,62,44,12,80,55,92,72,33,32]",35.64,24.75,26.59,27.72
"[0,12,20,37,56,62,44,46,98,86,88,19,71,36,6,45,30,38,90,40,31,85,58,28,64,2,29,54,52,8,61,91,11,96,100,48,23,89,59,10,4,27,13,53,50,99,5,84,41,49,82,74,25,18,73,97,21,39,95,14,22,35,42,65,34,83,43,63,75,60,77,67,51,57,69,15,70,1,7,78,3,26,9,17,87,16,81,76,80,55,92,94,93,24,47,66,68,79,72,33,32]",35.64,24.75,26.56,28.71
"[0,12,80,55,92,72,37,78,3,19,71,36,6,17,56,62,44,66,68,79,20,16,81,76,94,93,24,47,46,98,86,88,26,9,45,30,38,90,53,50,99,5,2,40,31,85,84,29,54,52,8,61,100,18,75,89,59,10,4,27,13,41,49,82,74,91,11,96,73,42,21,39,95,97,65,34,22,35,14,83,23,48,43,63,25,60,77,28,64,58,67,51,57,69,15,70,1,7,87,33,32]",35.64,24.75,26.51,27.72
"[0,46,98,86,88,7,87,16,81,92,72,37,56,62,44,66,68,79,80,55,76,3,19,1,26,9,45,30,85,58,28,64,90,53,31,38,2,40,50,99,5,84,41,49,82,74,73,97,21,23,48,39,96,100,95,14,65,34,22,35,42,83,43,63,25,61,91,11,89,59,10,4,27,13,29,54,52,8,18,75,60,77,67,51,57,69,15,70,71,36,6,17,78,94,93,24,47,12,20,33,32]",35.64,23.76,26.42,28.71
"[0,46,98,86,88,26,9,45,30,38,58,67,99,5,2,29,54,52,8,61,73,14,83,23,48,43,63,25,18,75,4,82,74,91,11,96,100,95,97,21,22,35,42,65,34,39,89,59,10,60,77,28,64,84,27,13,41,49,53,31,85,90,40,50,51,57,69,15,70,1,7,87,16,81,92,94,37,78,80,55,76,3,19,71,36,6,17,56,62,44,12,20,93,24,47,66,68,79,72,33,32]",35.64,23.76,26.34,27.72
"[0,46,98,86,88,36,6,45,30,38,2,29,54,52,8,60,77,28,64,58,67,99,5,84,41,13,27,49,82,74,91,11,96,73,42,22,35,97,65,34,83,39,48,59,10,4,75,95,14,21,23,89,43,63,25,61,100,18,53,31,85,90,40,50,51,57,69,15,70,1,7,87,93,24,47,12,3,19,71,26,9,17,56,62,44,66,68,79,20,16,81,76,94,37,78,80,55,92,72,33,32]",35.64,24.75,26.25,27.72
"[0,66,68,79,20,93,24,47,46,98,86,88,19,1,7,78,80,55,92,94,37,56,62,44,12,3,26,9,45,30,38,2,27,13,29,54,52,8,18,100,48,59,10,4,41,49,82,74,25,61,91,11,96,73,42,65,34,21,39,95,14,22,35,97,83,23,89,43,63,75,60,77,28,64,58,67,99,5,84,53,31,85,90,40,50,51,57,69,15,70,71,36,6,17,87,16,81,76,72,33,32]",35.64,24.75,26.23,27.72
"[0,46,98,86,88,26,9,17,78,80,55,76,72,37,56,62,44,12,3,19,71,36,6,45,30,85,2,29,54,52,8,18,41,13,27,49,82,74,91,11,96,100,61,73,14,22,35,97,21,23,48,59,10,4,25,95,42,65,34,83,39,89,43,63,75,60,77,28,64,58,67,99,5,84,53,31,38,90,40,50,51,57,69,15,70,1,7,87,93,24,47,66,68,79,20,16,81,92,94,33,32]",35.64,23.76,26.09,27.72
"[0,66,68,79,80,55,76,3,19,71,26,9,45,30,38,84,41,13,29,54,52,8,18,82,74,75,96,100,4,73,14,22,35,97,65,34,83,39,95,42,21,23,48,43,63,25,61,91,11,89,59,10,60,77,67,99,5,2,27,49,53,31,85,58,28,64,90,40,50,51,57,69,15,70,1,7,78,72,37,56,62,44,46,98,86,88,36,6,17,87,16,81,92,94,93,24,47,12,20,33,32]",35.64,22.77,25.46,27.72
"[0,66,68,79,20,93,24,47,12,80,55,76,94,37,78,3,19,71,36,6,45,30,38,58,28,64,84,82,74,75,60,77,67,99,5,2,29,54,52,8,61,91,11,96,73,14,65,34,22,35,97,21,23,89,59,10,4,100,95,42,83,39,48,43,63,25,18,41,49,27,13,53,31,85,90,40,50,51,57,69,15,70,1,7,56,62,44,46,98,86,88,26,9,17,87,16,81,92,72,33,32]",35.64,22.77,25.45,27.72
"[0,46,98,86,88,19,71,70,1,26,9,45,30,38,84,41,49,82,74,91,11,96,100,18,27,13,29,54,52,8,61,73,42,21,39,95,14,22,35,97,65,34,83,43,63,75,48,23,89,59,10,4,25,60,77,28,64,58,67,99,5,2,40,31,85,90,53,50,51,57,69,15,7,87,16,81,92,94,93,24,47,12,20,37,56,62,44,66,68,79,3,36,6,17,78,80,55,76,72,33,32]",35.64,21.78,24.74,27.72
"[0,46,98,86,88,7,78,80,55,76,72,37,56,62,44,66,68,79,20,16,81,92,94,93,24,47,12,3,36,6,45,30,38,58,28,64,84,82,74,25,61,91,11,96,73,42,21,23,48,39,95,14,65,34,22,35,97,83,43,63,75,89,59,10,4,41,13,27,49,53,31,85,90,40,50,99,5,2,29,54,52,8,18,100,60,77,67,51,57,69,15,19,71,70,1,26,9,17,87,33,32]",35.64,21.78,24.73,27.72
"[0,46,98,86,88,19,71,70,1,26,9,17,78,80,55,76,3,36,6,45,30,85,90,53,31,38,84,29,54,52,8,61,91,11,96,100,48,59,10,4,73,42,22,35,97,65,34,21,23,89,39,95,14,83,43,63,25,18,41,13,27,49,82,74,75,60,77,28,64,58,67,99,5,2,40,50,51,57,69,15,7,87,16,81,92,94,93,24,47,66,68,79,20,37,56,62,44,12,72,33,32]",35.64,21.78,24.72,27.72
"[0,66,68,79,80,55,76,94,93,24,47,12,20,16,81,92,72,37,56,62,44,46,98,86,88,19,71,70,1,26,9,17,78,3,36,6,45,30,38,58,28,64,90,40,31,85,2,27,13,82,74,75,60,77,67,99,5,84,29,54,52,8,18,25,95,97,22,35,14,65,34,83,23,89,43,63,91,11,96,100,61,73,42,21,39,48,59,10,4,41,49,53,50,51,57,69,15,7,87,33,32]",34.65,24.75,26.96,28.71
"[0,66,68,79,72,37,56,62,44,46,98,86,88,19,71,36,6,45,30,85,84,27,13,41,49,82,74,73,97,22,35,14,65,34,83,43,63,75,4,53,31,38,90,40,50,99,5,2,29,54,52,8,18,25,61,91,11,96,100,48,39,95,42,21,23,89,59,10,60,77,28,64,58,67,51,57,69,15,70,1,26,9,17,78,3,7,87,16,81,76,80,55,92,94,93,24,47,12,20,33,32]",34.65,24.75,26.56,28.71
"[0,46,98,86,88,19,71,70,1,26,9,45,30,38,58,67,99,5,2,27,13,82,74,73,42,22,35,97,83,39,95,14,65,34,21,23,48,59,10,4,25,18,41,49,53,31,85,84,29,54,52,8,61,91,11,96,100,89,43,63,75,60,77,28,64,90,40,50,51,57,69,15,36,6,17,56,62,44,12,20,37,78,94,93,24,47,66,68,79,3,7,87,16,81,76,80,55,92,72,33,32]",34.65,24.75,26.28,27.72
"[0,46,98,86,88,36,6,17,78,3,19,71,70,1,26,9,45,30,85,58,67,99,5,84,27,49,82,74,25,61,91,11,96,73,42,22,35,97,83,23,89,43,63,100,95,14,21,65,34,39,48,59,10,4,41,13,53,31,38,2,29,54,52,8,18,75,60,77,28,64,90,40,50,51,57,69,15,7,87,93,24,47,12,20,16,81,76,94,37,56,62,44,66,68,79,80,55,92,72,33,32]",34.65,24.75,26.24,27.72
"[0,12,72,37,56,62,44,66,68,79,20,93,24,47,46,98,86,88,19,71,26,9,17,78,3,36,6,45,30,85,2,82,74,25,18,27,49,53,31,38,90,40,50,99,5,84,41,13,29,54,52,8,61,100,4,75,95,97,21,39,96,73,42,65,34,22,35,14,83,43,63,91,11,89,23,48,59,10,60,77,28,64,58,67,51,57,69,15,70,1,7,87,16,81,76,80,55,92,94,33,32]",34.65,23.76,25.73,27.72
"[0,12,20,16,81,92,94,93,24,47,66,68,79,72,37,78,80,55,76,3,36,6,45,30,38,2,40,31,85,58,67,99,5,84,29,54,52,8,18,75,4,82,74,73,14,83,43,63,25,95,97,65,34,22,35,42,21,23,48,39,96,100,61,91,11,89,59,10,60,77,28,64,90,27,13,41,49,53,50,51,57,69,15,70,71,19,1,26,9,17,56,62,44,46,98,86,88,7,87,33,32]",34.65,22.77,25.60,27.72
"[0,12,20,16,81,92,94,37,56,62,44,46,98,86,88,36,6,45,30,38,58,28,64,90,40,50,99,5,84,41,49,27,13,53,31,85,2,82,74,75,4,29,54,52,8,18,73,42,21,39,95,97,65,34,22,35,14,83,43,63,25,61,91,11,96,100,48,23,89,59,10,60,77,67,51,57,69,15,70,1,26,9,17,87,93,24,47,66,68,79,3,19,71,7,78,80,55,76,72,33,32]",34.65,22.77,25.59,27.72
"[0,12,3,19,1,26,9,45,30,85,90,40,50,99,5,84,53,31,38,2,27,49,82,74,75,96,73,42,22,35,97,65,34,83,23,48,39,95,14,21,43,63,100,18,25,61,91,11,89,59,10,4,41,13,29,54,52,8,60,77,28,64,58,67,51,57,69,15,70,71,36,6,17,87,93,24,47,46,98,86,88,7,78,72,37,56,62,44,66,68,79,20,16,81,76,80,55,92,94,33,32]",34.65,23.76,25.54,27.72
"[0,66,68,79,20,16,81,76,80,55,92,72,37,56,62,44,12,3,36,6,45,30,85,2,27,13,41,49,82,74,25,18,75,95,42,65,34,22,35,97,21,43,63,91,11,89,59,10,4,29,54,52,8,61,73,14,83,23,48,39,96,100,60,77,28,64,58,67,99,5,84,53,31,38,90,40,50,51,57,69,15,70,71,19,1,26,9,17,78,94,93,24,47,46,98,86,88,7,87,33,32]",34.65,23.76,25.52,27.72
"[0,12,3,36,6,45,30,38,90,40,31,85,58,67,99,5,2,41,13,29,54,52,8,18,75,95,42,22,35,97,65,34,83,23,48,43,63,25,61,100,4,27,49,82,74,91,11,96,73,14,21,39,89,59,10,60,77,28,64,84,53,50,51,57,69,15,70,71,7,87,93,24,47,66,68,79,20,16,81,92,94,37,56,62,44,46,98,86,88,19,1,26,9,17,78,80,55,76,72,33,32]",34.65,22.77,25.44,27.72
"[0,46,98,86,88,19,71,36,6,45,30,85,2,27,49,82,74,100,61,91,11,96,73,42,65,34,22,35,97,21,43,63,75,95,14,83,39,48,23,89,59,10,60,77,28,64,58,67,99,5,84,41,13,29,54,52,8,4,25,18,53,31,38,90,40,50,51,57,69,15,70,1,7,56,62,44,66,68,79,20,37,78,80,55,76,3,26,9,17,87,16,81,92,94,93,24,47,12,72,33,32]",34.65,22.77,25.39,27.72
"[0,46,98,86,88,19,71,70,1,26,9,17,78,94,93,24,47,12,20,16,81,76,80,55,92,72,37,56,62,44,66,68,79,3,36,6,45,30,85,58,28,64,84,41,49,82,74,100,18,29,54,52,8,61,91,11,96,73,42,65,34,39,95,14,21,22,35,97,83,43,63,25,48,23,89,59,10,4,75,60,77,67,99,5,2,27,13,53,31,38,90,40,50,51,57,69,15,7,87,33,32]",34.65,22.77,24.87,27.72
"[0,46,98,86,88,26,9,17,78,3,36,6,45,30,38,2,27,49,53,31,85,90,40,50,99,5,84,41,13,82,74,75,95,42,21,43,63,25,18,29,54,52,8,61,100,4,91,11,96,73,97,22,35,14,65,34,83,39,89,23,48,59,10,60,77,28,64,58,67,51,57,69,15,19,71,70,1,7,87,16,81,76,80,55,92,94,37,56,62,44,12,20,93,24,47,66,68,79,72,33,32]",33.66,24.75,27.18,28.71
"[0,46,98,86,88,19,71,7,87,93,24,47,66,68,79,3,36,6,45,30,38,90,40,31,85,58,67,99,5,2,27,49,82,74,100,61,91,11,89,59,10,96,73,97,22,35,42,65,34,21,23,48,39,95,14,83,43,63,25,18,41,13,29,54,52,8,4,75,60,77,28,64,84,53,50,51,57,69,15,70,1,26,9,17,56,62,44,12,20,16,81,76,80,55,92,94,37,78,72,33,32]",33.66,24.75,26.52,27.72
"[0,46,98,86,88,36,6,17,78,3,19,1,26,9,45,30,85,84,82,74,75,95,97,21,43,63,73,14,65,34,22,35,42,83,23,48,39,96,100,18,25,4,27,49,53,31,38,90,40,50,99,5,2,41,13,29,54,52,8,61,91,11,89,59,10,60,77,28,64,58,67,51,57,69,15,70,71,7,87,16,81,92,72,37,56,62,44,66,68,79,80,55,76,94,93,24,47,12,20,33,32]",33.66,23.76,26.27,27.72
"[0,46,98,86,88,36,6,45,30,38,90,40,31,85,2,29,54,52,8,18,75,89,39,95,97,22,35,42,65,34,21,43,63,25,60,77,28,64,58,67,99,5,84,27,13,82,74,91,11,96,100,61,73,14,83,23,48,59,10,4,41,49,53,50,51,57,69,15,70,1,26,9,17,87,16,81,92,94,37,78,80,55,76,3,19,71,7,56,62,44,12,20,93,24,47,66,68,79,72,33,32]",33.66,23.76,26.22,27.72
"[0,46,98,86,88,19,1,26,9,45,30,38,58,67,99,5,2,29,54,52,8,61,73,42,22,35,97,21,43,63,25,18,75,95,14,65,34,83,39,48,23,89,59,10,4,41,49,53,31,85,84,27,13,82,74,91,11,96,100,60,77,28,64,90,40,50,51,57,69,15,70,71,36,6,17,56,62,44,12,80,55,76,72,37,78,3,7,87,16,81,92,94,93,24,47,66,68,79,20,33,32]",33.66,22.77,25.41,27.72
"[0,12,80,55,76,3,7,87,93,24,47,46,98,86,88,19,71,36,6,45,30,85,58,67,99,5,84,29,54,52,8,61,100,4,91,11,96,73,42,65,34,22,35,97,83,39,95,14,21,43,63,75,89,23,48,59,10,60,77,28,64,2,40,31,38,90,27,13,82,74,25,18,41,49,53,50,51,57,69,15,70,1,26,9,17,56,62,44,66,68,79,20,16,81,92,94,37,78,72,33,32]",33.66,22.77,25.38,27.72
"[0,46,98,86,88,19,71,26,9,45,30,85,58,28,64,2,27,13,41,49,82,74,75,48,39,95,42,22,35,97,65,34,83,43,63,25,61,91,11,96,100,4,53,31,38,90,40,50,99,5,84,29,54,52,8,18,73,14,21,23,89,59,10,60,77,67,51,57,69,15,70,1,7,87,16,81,76,3,36,6,17,56,62,44,12,20,93,24,47,66,68,79,72,37,78,80,55,92,94,33,32]",33.66,22.77,24.79,27.72
"[0,46,98,86,88,7,87,16,81,92,72,37,78,3,36,6,45,30,85,2,29,54,52,8,60,77,67,99,5,84,27,13,82,74,91,11,96,100,61,73,42,22,35,97,21,23,89,39,95,14,65,34,83,43,63,75,48,59,10,4,25,18,41,49,53,31,38,58,28,64,90,40,50,51,57,69,15,70,71,19,1,26,9,17,56,62,44,66,68,79,80,55,76,94,93,24,47,12,20,33,32]",33.66,21.78,24.66,27.72
"[0,46,98,86,88,36,6,45,30,38,58,67,99,5,2,53,31,85,84,29,54,52,8,61,91,11,96,73,14,65,34,21,43,63,75,4,100,18,27,13,41,49,82,74,25,48,39,95,42,22,35,97,83,23,89,59,10,60,77,28,64,90,40,50,51,57,69,15,70,1,7,56,62,44,12,20,16,81,92,72,37,78,80,55,76,94,93,24,47,66,68,79,3,19,71,26,9,17,87,33,32]",32.67,22.77,25.40,27.72
