Tour,Commonality with CMSA,Min commonality with MSA,Avg commonality with MSA,Max commonality with MSA
"[0,15,14,47,7,36,8,40,41,9,42,43,44,11,12,35,20,21,48,49,23,22,59,25,63,29,55,31,62,52,51,24,30,53,33,64,38,2,4,39,5,6,57,58,34,56,32,50,54,28,27,26,19,46,45,10,60,13,16,17,18,61,1,37,3]",72.31,46.15,49.40,52.31
"[0,15,14,47,7,36,8,40,41,9,42,43,44,11,45,12,35,20,21,48,49,23,22,59,25,63,29,55,31,62,52,51,24,30,53,33,56,64,38,2,4,39,5,6,57,58,34,32,50,54,28,27,26,19,46,10,60,13,16,17,18,61,1,37,3]",72.31,46.15,49.35,53.85
"[0,15,14,47,7,36,8,40,41,9,42,43,44,11,12,35,20,21,48,49,23,22,59,25,63,29,55,31,62,52,51,24,30,53,33,64,38,2,4,39,5,6,57,58,34,56,32,54,28,50,27,26,19,46,45,10,60,13,16,17,18,61,1,37,3]",72.31,44.62,49.02,53.85
"[0,15,14,47,7,36,8,40,41,9,42,43,44,11,12,35,20,21,48,22,23,49,59,25,63,29,55,53,31,62,52,51,24,30,33,64,38,2,4,39,5,6,57,58,34,56,32,28,50,54,27,26,19,46,45,10,60,13,16,17,18,61,1,37,3]",72.31,44.62,48.88,52.31
"[0,15,14,47,7,36,8,40,41,9,42,43,44,11,45,12,35,20,21,48,23,49,22,59,25,63,29,55,31,62,52,51,24,30,53,33,56,64,38,2,4,39,5,6,57,58,34,32,28,50,54,27,26,19,46,10,60,13,16,17,18,61,1,37,3]",72.31,44.62,48.83,53.85
"[0,15,14,47,7,36,8,40,41,9,42,43,44,11,12,35,20,21,48,23,49,22,59,25,63,29,55,31,62,52,51,24,30,53,33,64,38,2,4,39,5,6,57,58,34,56,32,54,50,28,27,26,19,46,45,10,60,13,16,17,18,61,1,37,3]",72.31,44.62,48.50,52.31
"[0,15,14,47,7,36,8,40,41,9,42,43,44,11,12,35,20,21,48,22,23,49,59,25,63,29,55,53,31,62,52,51,24,30,33,64,38,2,4,39,5,6,57,58,34,56,32,54,50,28,27,26,19,46,45,10,60,13,16,17,18,61,1,37,3]",72.31,44.62,48.50,52.31
"[0,15,14,47,7,36,8,40,41,9,42,43,44,11,45,12,35,20,21,48,23,49,22,59,25,63,29,55,31,62,52,51,24,30,53,33,56,64,38,2,4,39,5,6,57,58,34,32,54,50,28,27,26,19,46,10,60,13,16,17,18,61,1,37,3]",72.31,44.62,48.45,52.31
"[0,15,14,47,7,36,8,40,41,9,42,43,44,11,45,12,35,20,21,48,22,23,49,59,25,63,29,55,53,31,62,52,51,24,30,33,56,64,38,2,4,39,5,6,57,58,34,32,54,50,28,27,26,19,46,10,60,13,16,17,18,61,1,37,3]",72.31,44.62,48.45,52.31
"[0,15,14,47,7,36,8,40,41,9,42,43,44,11,12,35,20,21,48,22,23,49,59,25,63,29,55,31,62,52,51,24,30,53,33,64,38,2,4,39,5,6,57,58,34,56,32,50,54,28,27,26,19,46,45,10,60,13,16,17,18,61,1,37,3]",72.31,44.62,47.98,50.77
"[0,15,14,47,7,36,8,40,41,9,42,43,44,11,45,12,35,20,21,48,22,23,49,59,25,63,29,55,31,62,52,51,24,30,53,33,56,64,38,2,4,39,5,6,57,58,34,32,50,54,28,27,26,19,46,10,60,13,16,17,18,61,1,37,3]",72.31,44.62,47.93,52.31
"[0,15,14,47,7,36,8,40,41,9,42,43,44,11,12,35,20,21,48,22,23,49,59,25,63,29,55,31,62,52,51,24,30,53,33,64,38,2,4,39,5,6,57,58,34,56,32,54,28,50,27,26,19,46,45,10,60,13,16,17,18,61,1,37,3]",72.31,43.08,47.60,52.31
"[0,15,14,47,7,36,8,40,41,9,42,43,44,11,45,12,35,20,21,48,22,23,49,59,25,63,29,55,31,62,52,51,24,30,53,33,56,64,38,2,4,39,5,6,57,58,34,32,54,28,50,27,26,19,46,10,60,13,16,17,18,61,1,37,3]",72.31,43.08,47.55,52.31
"[0,15,14,47,7,36,8,40,41,9,42,43,44,11,12,35,20,21,48,49,23,22,59,25,63,29,55,31,62,52,51,24,30,53,33,56,64,38,2,4,39,5,6,57,58,34,32,54,50,28,27,26,19,46,45,10,60,13,16,17,18,61,1,37,3]",72.31,43.08,47.10,50.77
"[0,15,14,47,7,36,8,40,41,9,42,43,44,11,12,35,20,21,48,22,23,49,59,25,63,29,55,31,62,52,51,24,30,53,33,56,64,38,2,4,39,5,6,57,58,34,32,54,50,28,27,26,19,46,45,10,60,13,16,17,18,61,1,37,3]",72.31,41.54,45.68,49.23
"[0,15,14,47,7,36,8,40,41,9,42,43,44,11,45,12,35,20,21,48,49,22,23,59,25,63,29,55,31,62,52,51,24,30,53,33,64,38,2,4,39,5,6,57,58,34,56,32,28,50,54,27,26,19,46,10,60,13,16,17,18,61,1,37,3]",70.77,47.69,51.55,55.38
"[0,15,14,47,7,36,8,40,41,9,42,43,44,11,45,12,35,20,21,48,49,22,23,59,25,63,29,55,31,62,52,51,24,30,53,33,64,38,2,4,39,5,6,57,58,34,56,32,54,50,28,27,26,19,46,10,60,13,16,17,18,61,1,37,3]",70.77,47.69,51.17,55.38
"[0,15,14,47,7,36,8,40,41,9,42,43,44,11,45,12,35,20,21,48,49,23,22,59,25,63,29,55,31,62,52,51,24,30,53,33,64,38,2,4,39,5,6,57,58,34,56,32,54,28,50,27,26,19,46,10,60,13,16,17,18,61,1,37,3]",70.77,46.15,50.27,55.38
"[0,15,14,47,7,36,8,40,41,9,42,43,44,11,45,12,35,20,21,48,22,23,49,59,25,63,29,55,53,31,62,52,51,24,30,33,64,38,2,4,39,5,6,57,58,34,56,32,54,50,28,27,26,19,46,10,60,13,16,17,18,61,1,37,3]",70.77,46.15,49.75,53.85
"[0,15,14,47,7,36,8,40,41,9,42,43,44,11,45,12,35,20,21,48,23,49,22,59,25,63,29,55,31,62,52,51,24,30,53,33,64,38,2,4,39,5,6,57,58,34,56,32,54,50,28,27,26,19,46,10,60,13,16,17,18,61,1,37,3]",70.77,46.15,49.75,53.85
"[0,15,14,47,7,36,8,40,41,9,42,43,44,11,45,12,35,20,21,48,22,23,49,59,25,63,29,55,31,62,52,51,24,30,53,33,64,38,2,4,39,5,6,57,58,34,56,32,50,54,28,27,26,19,46,10,60,13,16,17,18,61,1,37,3]",70.77,46.15,49.23,52.31
"[0,15,14,47,7,36,8,40,41,9,42,43,44,11,45,12,35,20,21,48,22,23,49,59,25,63,29,55,31,62,52,51,24,30,53,33,64,38,2,4,39,5,6,57,58,34,56,32,54,28,50,27,26,19,46,10,60,13,16,17,18,61,1,37,3]",70.77,44.62,48.85,53.85
"[0,15,14,47,7,36,8,40,41,9,42,43,44,11,45,12,35,20,21,48,22,23,49,59,25,63,29,55,31,62,52,51,24,30,53,33,56,64,38,2,4,39,5,6,57,58,34,32,54,50,28,27,26,19,46,10,60,13,16,17,18,61,1,37,3]",70.77,43.08,46.93,50.77
