Tour,Commonality with CMSA,Min commonality with MSA,Avg commonality with MSA,Max commonality with MSA
"[0,1,2,3,4,5,6,7,8,9,10,76,74,75,11,12,13,17,29,22,21,32,36,33,31,30,28,27,26,23,24,25,14,15,16,18,19,20,37,38,39,40,34,35,41,42,45,44,46,47,48,51,52,53,43,55,54,58,59,60,68,67,66,63,64,56,57,62,61,65,88,89,90,91,94,96,97,99,100,98,95,93,92,87,70,69,85,86,83,84,71,50,49,73,77,72,78,82,79,80,81]",71.29,46.53,52.96,57.43
"[0,1,2,3,4,5,6,7,8,9,10,76,74,75,11,12,13,17,29,22,21,32,36,33,31,30,28,27,26,23,24,25,14,15,16,18,19,20,37,38,39,40,35,34,41,42,45,44,46,47,48,51,52,53,43,55,54,58,59,60,68,67,66,63,64,56,57,62,61,65,88,89,90,91,94,96,97,99,100,98,95,92,93,87,70,69,85,86,83,84,71,50,49,73,77,78,72,82,79,80,81]",71.29,46.53,52.93,56.44
"[0,1,2,3,4,5,6,7,8,9,10,76,74,75,11,12,13,17,29,22,21,32,36,33,31,30,28,27,26,23,24,25,14,15,16,18,19,20,37,38,39,40,34,35,41,42,45,44,46,47,48,51,52,53,43,55,54,58,59,60,68,67,66,63,64,56,57,62,61,65,88,89,90,91,94,96,97,99,100,98,95,92,93,87,70,69,85,86,83,84,71,50,49,73,77,72,78,82,79,80,81]",71.29,45.54,52.12,56.44
"[0,1,2,3,4,5,6,7,8,9,10,76,74,75,11,12,13,17,29,22,21,32,36,33,31,30,28,27,26,23,24,25,14,15,16,18,19,20,37,38,39,40,34,35,41,42,45,44,46,47,48,51,52,53,43,55,54,58,59,68,67,63,64,56,57,62,61,66,65,88,89,90,91,94,96,97,99,100,98,95,92,93,87,70,69,85,86,83,84,71,60,50,49,73,77,78,72,82,79,80,81]",71.29,44.55,52.05,57.43
"[0,1,2,3,4,5,6,7,8,9,10,76,74,75,11,12,13,17,21,29,22,32,36,33,31,30,28,27,26,23,24,25,14,15,16,18,19,20,37,38,39,40,34,35,41,42,45,44,46,47,48,51,52,53,43,55,54,58,59,68,67,63,64,56,57,62,61,66,65,88,89,90,94,96,97,99,100,98,95,93,92,91,87,70,69,85,86,83,84,71,60,50,49,73,77,72,78,82,79,80,81]",71.29,43.56,51.13,56.44
"[0,1,2,3,4,5,6,7,8,9,10,76,74,75,11,12,13,17,21,29,22,32,36,33,31,30,28,27,26,23,24,25,14,15,16,18,19,20,37,38,39,40,34,35,41,42,45,44,46,47,48,51,52,53,43,55,54,58,59,68,67,66,63,64,56,57,62,61,65,88,89,90,91,94,96,97,99,100,98,95,92,93,87,70,69,85,86,83,84,71,60,50,49,73,77,72,78,82,79,80,81]",71.29,43.56,51.10,56.44
"[0,1,2,3,4,5,6,7,8,9,10,76,74,75,11,12,13,29,22,21,32,36,33,31,30,28,27,26,23,24,25,14,15,16,17,18,19,20,37,38,39,40,34,35,41,42,45,44,46,47,48,51,52,53,43,55,54,58,59,60,68,67,63,64,56,57,62,61,66,65,88,89,90,91,94,96,97,99,100,98,95,92,93,87,70,69,85,86,83,84,71,50,49,73,77,72,78,82,79,80,81]",71.29,44.55,50.81,54.46
"[0,1,2,3,4,5,6,7,8,9,10,76,74,75,11,12,13,21,29,22,32,36,33,31,30,28,27,26,23,24,25,14,15,16,17,18,19,20,37,38,39,40,34,35,41,42,45,44,46,47,48,51,52,53,43,55,54,58,59,60,68,67,66,63,64,56,57,62,61,65,88,89,90,91,94,96,97,99,100,98,95,92,93,87,70,69,85,86,83,84,71,50,49,73,77,72,78,82,79,80,81]",71.29,44.55,50.81,54.46
"[0,1,2,3,4,5,6,7,8,9,10,76,74,75,11,12,13,21,29,22,32,36,33,31,30,28,27,26,23,24,25,14,15,16,17,18,19,20,37,38,39,40,35,34,41,42,45,44,46,47,48,51,52,53,43,55,54,58,59,60,68,67,66,63,64,56,57,62,61,65,88,89,90,91,94,96,97,99,100,98,95,92,93,87,70,69,85,86,83,84,71,50,49,73,77,72,78,82,79,80,81]",71.29,44.55,50.66,54.46
"[0,1,2,3,4,5,6,7,8,9,10,76,74,75,11,12,13,21,29,22,32,36,33,31,30,28,27,26,23,24,25,14,15,16,17,18,19,20,37,38,39,40,35,34,41,42,45,44,46,47,48,51,52,53,43,55,54,58,59,68,67,63,64,56,57,62,61,66,65,88,89,90,91,94,96,97,99,100,98,95,93,92,87,70,69,85,86,83,84,71,60,50,49,73,77,72,78,82,79,80,81]",71.29,43.56,50.48,55.45
"[0,1,2,3,4,5,6,7,8,9,10,76,74,75,11,12,13,17,21,29,22,32,36,33,31,30,28,27,26,23,24,25,14,15,16,18,19,20,37,38,39,40,35,34,41,42,45,44,46,47,48,51,52,53,43,55,54,58,59,68,67,66,63,64,56,57,62,61,65,88,89,90,94,96,97,99,100,98,95,92,93,91,87,70,69,85,86,83,84,71,60,50,49,73,77,72,78,82,79,80,81]",71.29,42.57,50.15,56.44
"[0,1,2,3,4,5,6,7,8,9,10,76,74,75,11,12,13,29,22,21,32,36,33,31,30,28,27,26,23,24,25,14,15,16,17,18,19,20,37,38,39,40,35,34,41,42,45,44,46,47,48,51,52,53,43,55,54,58,59,60,68,67,63,64,56,57,62,61,66,65,88,89,90,94,96,97,99,100,98,95,92,93,91,87,70,69,85,86,83,84,71,50,49,73,77,72,78,82,79,80,81]",71.29,43.56,49.86,54.46
"[0,1,2,3,4,5,6,7,8,9,10,76,74,75,11,12,13,21,29,22,32,36,33,31,30,28,27,26,23,24,25,14,15,16,17,18,19,20,37,38,39,40,34,35,41,42,45,44,46,47,48,51,52,53,43,55,54,58,59,68,67,63,64,56,57,62,61,66,65,88,89,90,91,94,96,97,99,100,98,95,92,93,87,70,69,85,86,83,84,71,60,50,49,73,77,72,78,82,79,80,81]",71.29,42.57,49.79,55.45
"[0,1,2,3,4,5,6,7,8,9,10,76,74,75,11,12,13,17,21,29,22,32,36,33,31,30,28,27,26,23,24,25,14,15,16,18,19,20,37,38,39,40,34,35,41,42,45,44,46,47,48,51,52,53,43,55,54,58,59,60,68,67,66,63,64,56,57,62,61,65,88,89,90,96,97,99,100,98,95,94,92,93,91,87,70,69,85,86,83,84,71,50,49,73,77,72,78,82,79,80,81]",71.29,42.57,49.49,54.46
"[0,1,2,3,4,5,6,7,8,9,10,76,74,75,11,12,13,21,29,22,32,36,33,31,30,28,27,26,23,24,25,14,15,16,17,18,19,20,37,38,39,40,34,35,41,42,45,44,46,47,48,51,52,53,43,55,54,58,59,68,67,63,64,56,57,62,61,66,65,88,89,90,91,96,97,99,100,98,95,94,92,93,87,70,69,85,86,83,84,71,60,50,49,73,77,72,78,82,79,80,81]",71.29,40.59,48.01,54.46
"[0,1,2,3,4,5,6,7,8,9,10,76,74,75,11,12,13,17,21,29,22,32,36,33,31,30,28,27,26,23,24,25,14,15,16,18,19,20,37,38,39,40,34,35,41,42,45,44,46,47,48,51,52,53,43,55,54,58,59,60,68,67,66,63,64,56,57,62,61,65,88,89,90,91,94,96,97,99,100,98,95,93,92,87,70,69,85,86,83,84,71,50,49,73,77,72,78,82,79,80,81]",70.30,45.54,51.98,56.44
"[0,1,2,3,4,5,6,7,8,9,10,76,74,75,11,12,13,17,21,29,22,32,36,33,31,30,28,27,26,23,24,25,14,15,16,18,19,20,37,38,39,40,34,35,41,42,45,44,46,47,48,51,52,53,43,55,54,58,59,60,68,67,66,63,64,56,57,62,61,65,88,89,90,94,96,97,99,100,98,95,92,93,91,87,70,69,85,86,83,84,71,50,49,73,77,78,72,82,79,80,81]",70.30,44.55,51.29,55.45
"[0,1,2,3,4,5,6,7,8,9,10,76,74,75,11,12,13,21,29,22,32,36,33,31,30,28,27,26,23,24,25,14,15,16,17,18,19,20,37,38,39,40,35,34,41,42,45,44,46,47,48,51,52,53,43,55,54,58,59,60,68,67,63,64,56,57,62,61,66,65,88,89,90,91,94,96,97,99,100,98,95,92,93,87,70,69,85,86,83,84,71,50,49,73,77,72,78,82,79,80,81]",70.30,43.56,49.68,53.47
"[0,1,2,3,4,5,6,7,8,9,10,76,74,75,11,12,13,17,21,29,22,32,36,33,31,30,28,27,26,23,24,25,14,15,16,18,19,20,37,38,39,40,34,35,41,42,45,44,46,47,48,51,52,53,43,55,54,58,59,60,68,67,63,64,56,57,62,61,66,65,88,89,90,91,94,96,97,99,100,98,95,92,93,87,70,69,85,86,83,84,71,50,49,73,77,72,78,82,79,80,81]",69.31,43.56,50.16,54.46
