Tour,Commonality with CMSA,Min commonality with MSA,Avg commonality with MSA,Max commonality with MSA
"[0,28,25,27,6,13,66,14,12,15,16,18,19,20,21,23,60,33,35,34,69,41,38,36,37,63,40,68,46,62,54,50,67,49,47,39,48,51,55,70,3,4,8,7,9,11,10,58,61,59,57,56,52,44,45,53,43,42,32,26,22,17,64,24,29,30,31,65,1,2,5]",71.83,45.07,48.80,52.11
"[0,28,25,27,6,13,66,14,12,15,16,18,19,20,21,22,23,60,33,34,35,69,41,38,36,37,63,40,68,46,62,54,50,67,49,47,39,48,51,55,56,70,3,4,8,7,9,11,10,58,61,59,57,52,44,45,53,43,42,32,26,17,64,24,29,30,31,65,1,2,5]",71.83,45.07,48.74,53.52
"[0,28,25,27,6,13,66,14,12,15,16,18,19,20,21,23,60,33,35,34,69,41,38,36,37,63,40,68,46,62,54,50,67,49,47,39,48,51,55,70,3,4,8,7,9,11,10,58,61,59,57,56,52,53,45,44,43,42,32,26,22,17,64,24,29,30,31,65,1,2,5]",71.83,43.66,48.48,52.11
"[0,28,25,27,6,13,66,14,12,15,16,18,19,20,21,22,23,60,33,35,34,69,41,38,36,37,63,40,68,46,62,54,50,67,49,47,39,48,51,55,56,70,3,4,8,7,9,11,10,58,61,59,57,52,53,45,44,43,42,32,26,17,64,24,29,30,31,65,1,2,5]",71.83,43.66,48.48,52.11
"[0,28,25,27,6,13,66,14,12,15,16,18,19,20,21,23,60,33,35,34,69,41,37,38,36,63,40,68,46,62,54,50,67,49,47,39,48,51,55,70,3,4,8,7,9,11,10,58,61,59,57,56,52,44,45,53,43,42,32,26,22,17,64,24,29,30,31,65,1,2,5]",71.83,43.66,47.49,50.70
"[0,28,25,27,6,13,66,14,12,15,16,18,19,20,21,22,23,60,33,35,34,69,41,37,38,36,63,40,68,46,62,54,50,67,49,47,39,48,51,55,56,70,3,4,8,7,9,11,10,58,61,59,57,52,44,45,53,43,42,32,26,17,64,24,29,30,31,65,1,2,5]",71.83,43.66,47.49,52.11
"[0,28,25,27,6,13,66,14,12,15,16,18,19,20,21,23,60,33,35,34,69,41,37,38,36,63,40,68,46,62,54,50,67,49,47,39,48,51,55,70,3,4,8,7,9,11,10,58,61,59,57,56,52,53,45,44,43,42,32,26,22,17,64,24,29,30,31,65,1,2,5]",71.83,42.25,47.17,52.11
"[0,28,25,27,6,13,66,14,12,15,16,18,19,20,21,22,23,60,33,35,34,69,41,37,38,36,63,40,68,46,62,54,50,67,49,47,39,48,51,55,56,70,3,4,8,7,9,11,10,58,61,59,57,52,53,45,44,43,42,32,26,17,64,24,29,30,31,65,1,2,5]",71.83,42.25,47.17,52.11
"[0,28,25,27,6,13,66,14,12,15,16,18,19,20,21,22,23,60,33,34,35,69,41,37,38,36,63,40,68,46,62,54,50,67,49,47,39,48,51,55,56,70,3,4,8,7,9,11,10,58,61,59,57,52,53,45,44,43,42,32,26,17,64,24,29,30,31,65,1,2,5]",71.83,42.25,47.11,50.70
"[0,28,25,27,6,13,66,14,12,15,16,18,19,20,21,22,23,60,33,35,34,69,41,38,36,37,63,40,68,46,62,54,50,67,49,47,39,48,51,55,70,3,4,8,7,9,11,10,58,61,59,57,56,52,44,45,53,43,42,32,26,17,64,24,29,30,31,65,1,2,5]",70.42,46.48,49.97,53.52
"[0,28,25,27,6,13,66,14,12,15,16,18,19,20,21,22,23,60,33,35,34,69,41,38,36,37,63,40,68,46,62,54,50,67,49,47,39,48,51,55,70,3,4,8,7,9,11,10,58,61,59,57,56,52,53,45,44,43,42,32,26,17,64,24,29,30,31,65,1,2,5]",70.42,45.07,49.65,53.52
"[0,28,25,27,6,13,66,14,12,15,16,18,19,20,21,22,23,60,33,35,34,69,41,37,38,36,63,40,68,46,62,54,50,67,49,47,39,48,51,55,70,3,4,8,7,9,11,10,58,61,59,57,56,52,44,45,53,43,42,32,26,17,64,24,29,30,31,65,1,2,5]",70.42,45.07,48.66,52.11
"[0,28,25,27,6,13,66,14,12,15,16,18,19,20,21,22,23,60,33,35,34,69,41,37,38,36,63,40,68,46,62,54,50,67,49,47,39,48,51,55,70,3,4,8,7,9,11,10,58,61,59,57,56,52,53,45,44,43,42,32,26,17,64,24,29,30,31,65,1,2,5]",70.42,43.66,48.34,53.52
